5.000000000000000000e+00,1.574599105797177823e-01,2.418187735435952182e-03,2.394216833636164665e-03,1.537402160465717316e-03
1.000000000000000000e+01,3.148285372058308162e-01,2.235956579845930700e-03,2.269272226840257645e-03,1.399329979903995991e-03
1.500000000000000000e+01,4.699967336052779943e-01,2.159374469192698511e-03,2.184947254136204720e-03,1.319942763075232506e-03
3.000000000000000000e+01,9.367005985661105427e-01,2.033445234909387559e-03,2.106770174577832222e-03,1.222265767864882946e-03
4.000000000000000000e+01,1.251326846189161568e+00,1.995536887053666209e-03,2.077659359201788902e-03,1.199783990159630775e-03
5.000000000000000000e+01,1.580451829275827835e+00,1.963151469993006104e-03,2.055842429399490356e-03,1.179800601676106453e-03
7.500000000000000000e+01,2.488684022299720411e+00,1.913494387242410839e-03,2.035561250522732735e-03,1.152664306573569775e-03
1.000000000000000000e+02,3.485571622773883771e+00,1.893428040369014723e-03,2.021681051701307297e-03,1.129113486967980862e-03
1.200000000000000000e+02,4.318810635249166197e+00,1.884139895472409501e-03,2.019357169046998024e-03,1.131679164245724678e-03
1.500000000000000000e+02,5.574772699692775113e+00,1.876695499023688747e-03,2.018062630668282509e-03,1.128580537624657154e-03
1.800000000000000000e+02,6.862960309595275810e+00,1.875076508648427457e-03,2.016656799241900444e-03,1.127362949773669243e-03
2.000000000000000000e+02,7.733442602714163172e+00,1.874022979921262117e-03,2.016656799241900444e-03,1.127362949773669243e-03
2.200000000000000000e+02,8.611272400941661687e+00,1.873026247735002292e-03,2.015167847275733948e-03,1.123489812016487122e-03
2.400000000000000000e+02,9.466381972812499157e+00,1.872248405457607344e-03,2.014514990150928497e-03,1.123534049838781357e-03
2.600000000000000000e+02,1.034912312739916729e+01,1.872248405457607344e-03,2.014514990150928497e-03,1.123534049838781357e-03
2.800000000000000000e+02,1.124036098803582640e+01,1.872248405457607344e-03,2.014514990150928497e-03,1.123534049838781357e-03
3.000000000000000000e+02,1.213574663934805642e+01,1.872248405457607344e-03,2.014514990150928497e-03,1.123534049838781357e-03
