2.606381662189960480e-03,6.448733620345592499e-03,7.678997237235307693e-03,1.221667975187301636e-03,1.110497303307056427e-02,4.281580331735312939e-04,1.041656360030174255e-02,7.961737923324108124e-03,1.123854517936706543e-02,5.368457641452550888e-03,5.188577342778444290e-03,4.853991325944662094e-03,5.500568542629480362e-03,6.369716720655560493e-04,1.297622546553611755e-02,7.691249251365661621e-03,9.682551026344299316e-03,1.995592843741178513e-03,1.663658535107970238e-03,1.814776100218296051e-03,7.131927181035280228e-03,2.056687604635953903e-03,2.208765037357807159e-02,3.774002427235245705e-03,3.764460328966379166e-03,5.543815903365612030e-03,2.323107793927192688e-02,6.942842155694961548e-03,1.238439045846462250e-02,4.831907339394092560e-03,6.071436684578657150e-03,7.942967116832733154e-03,6.644343957304954529e-03,2.081368863582611084e-02,8.273826912045478821e-03,1.759622100507840514e-04,1.958417240530252457e-03,1.101557165384292603e-03,9.969308041036128998e-03,9.111797437071800232e-03,7.779284496791660786e-04,4.434448201209306717e-03,4.501077812165021896e-03,8.964489097706973553e-04,1.791306189261376858e-03,9.071647655218839645e-04,6.150675006210803986e-03,1.075819879770278931e-02,4.462253767997026443e-03,4.653669428080320358e-03,3.783565247431397438e-03,2.344610402360558510e-03,1.353515428490936756e-03,7.977808709256350994e-04,2.554408274590969086e-03,1.055990811437368393e-03,3.574804635718464851e-03,2.307223388925194740e-03,1.164972689002752304e-02,2.932362491264939308e-03,8.384850807487964630e-03,1.339321769773960114e-02,6.521224975585937500e-03,9.340651333332061768e-03,9.078772738575935364e-03,5.306727252900600433e-04,6.915557198226451874e-03,5.592001136392354965e-03,9.140607900917530060e-03,9.124916396103799343e-04,8.336595259606838226e-03,1.012328267097473145e-02,1.404345873743295670e-02,1.177694927901029587e-02,1.829513534903526306e-02,5.150484852492809296e-03,1.294560730457305908e-03,5.909377709031105042e-03,2.359639329370111227e-04,3.046516329050064087e-03
5.969809368252754211e-03,8.452865295112133026e-03,6.487527862191200256e-03,2.641647821292281151e-03,1.063474640250205994e-02,7.481445092707872391e-03,4.330487456172704697e-03,5.257903598248958588e-03,5.609329789876937866e-03,9.398924186825752258e-03,4.594365600496530533e-03,1.252748910337686539e-02,2.297867788001894951e-03,1.075410284101963043e-02,2.672165166586637497e-03,7.482717046514153481e-05,1.192723307758569717e-02,1.851810887455940247e-02,1.152125652879476547e-03,8.438920602202415466e-03,7.856459356844425201e-03,1.557460054755210876e-03,7.855364121496677399e-03,1.592210493981838226e-02,1.264878269284963608e-02,4.173347726464271545e-03,6.649362388998270035e-03,2.422837307676672935e-03,4.662530962377786636e-03,1.187277305871248245e-02,2.611486939713358879e-03,8.656855672597885132e-03,6.288532167673110962e-03,2.174050314351916313e-03,9.211984463036060333e-03,1.967265037819743156e-03,9.151991456747055054e-03,3.481663530692458153e-03,4.053290467709302902e-03,1.190991373732686043e-03,1.113541331142187119e-02,9.142751805484294891e-03,3.872128727380186319e-04,1.711512450128793716e-03,3.848487976938486099e-03,4.688558634370565414e-03,8.270522579550743103e-03,1.106097362935543060e-03,4.917289596050977707e-03,6.924056913703680038e-03,6.495697423815727234e-03,3.245124593377113342e-03,6.736307404935359955e-03,6.579139735549688339e-03,1.710514537990093231e-02,2.637152327224612236e-03,2.379390643909573555e-03,2.861400833353400230e-03,2.798607805743813515e-03,5.083558149635791779e-03,1.201891526579856873e-02,3.862502751871943474e-03,1.254592835903167725e-02,1.676874980330467224e-02,3.061993746086955070e-03,4.102978855371475220e-03,2.107129432260990143e-03,6.237050518393516541e-03,4.015755839645862579e-03,7.087872829288244247e-03,1.273139147087931633e-03,5.959816277027130127e-03,7.147858384996652603e-03,7.768850628053769469e-05,8.799233473837375641e-03,1.005701348185539246e-02,3.447188297286629677e-03,1.492373179644346237e-02,2.551643410697579384e-03,2.269341144710779190e-03
2.995884744450449944e-03,7.821078412234783173e-03,1.350989099591970444e-03,5.512787029147148132e-03,1.952405087649822235e-03,3.865503706037998199e-03,1.552321296185255051e-02,4.861873108893632889e-03,7.803632412105798721e-03,5.366636833059601486e-05,6.472748704254627228e-03,4.298669751733541489e-03,8.882637135684490204e-03,1.259857555851340294e-03,1.840318739414215088e-02,1.193451316794380546e-04,1.292752567678689957e-03,1.217130571603775024e-03,1.784388534724712372e-02,1.208473276346921921e-02,7.900818251073360443e-03,6.502716336399316788e-03,1.659431611187756062e-03,4.192852415144443512e-03,1.062527950853109360e-02,2.336081862449645996e-02,1.602474041283130646e-02,8.550361730158329010e-03,8.791500702500343323e-03,7.004608865827322006e-03,2.013288903981447220e-03,5.552733317017555237e-03,5.911460146307945251e-03,4.684331826865673065e-03,5.825599655508995056e-03,6.455446593463420868e-03,8.712445851415395737e-04,1.103938650339841843e-02,8.182568708434700966e-04,2.468649297952651978e-03,2.006591064855456352e-03,3.394463856238871813e-04,2.145787148037925363e-04,1.084549911320209503e-02,1.486766850575804710e-03,1.313917711377143860e-02,1.060582697391510010e-02,4.318209830671548843e-03,1.424370054155588150e-02,2.487355377525091171e-03,1.710401120362803340e-04,8.572719059884548187e-03,1.761494670063257217e-03,1.362400595098733902e-02,6.143707316368818283e-03,1.033200230449438095e-02,5.115073639899492264e-03,2.444877754896879196e-03,9.889382869005203247e-03,3.346468321979045868e-03,8.388153277337551117e-03,4.096419084817171097e-03,7.750033866614103317e-03,4.291835066396743059e-04,2.992939902469515800e-03,7.781874388456344604e-03,6.892885081470012665e-03,9.908906184136867523e-03,2.262188820168375969e-03,2.945850370451807976e-03,6.982744480410474353e-07,1.611607521772384644e-02,2.352525014430284500e-03,1.768397341948002577e-04,8.680051192641258240e-03,1.912315608933568001e-03,4.700852092355489731e-03,1.081521343439817429e-02,6.051692645996809006e-03,1.078787352889776230e-02
1.972813857719302177e-03,2.633271738886833191e-03,7.461412344127893448e-03,3.891156520694494247e-03,2.040900988504290581e-03,3.254255745559930801e-03,5.910518579185009003e-03,6.480108480900526047e-03,4.737203940749168396e-03,1.140416879206895828e-02,5.351194646209478378e-03,1.869444386102259159e-03,1.037221122533082962e-02,5.427954252809286118e-03,8.274368010461330414e-03,7.052445784211158752e-03,5.002918653190135956e-03,2.626454224810004234e-03,3.357488196343183517e-03,2.218564227223396301e-02,5.016434937715530396e-03,1.700707827694714069e-03,1.699473825283348560e-03,1.279387064278125763e-02,1.659872382879257202e-02,8.167654275894165039e-03,4.406435880810022354e-03,1.335039734840393066e-03,2.093115763273090124e-04,2.748168073594570160e-03,1.543220365419983864e-03,1.077550835907459259e-02,6.046561058610677719e-03,2.692201873287558556e-03,2.155960770323872566e-03,7.393060252070426941e-03,2.506967633962631226e-03,1.416636980138719082e-03,3.240663791075348854e-03,5.087656900286674500e-03,6.015690974891185760e-03,1.623326912522315979e-03,6.414413452148437500e-03,1.476989593356847763e-03,6.208674050867557526e-03,4.294114653021097183e-03,2.295840159058570862e-02,2.593381796032190323e-03,4.344786517322063446e-03,6.223621778190135956e-03,1.471515395678579807e-03,2.326399320736527443e-03,1.161044929176568985e-02,2.193229971453547478e-03,6.922485306859016418e-03,8.670660667121410370e-03,3.155746031552553177e-03,4.342438653111457825e-03,2.195519395172595978e-03,1.514840219169855118e-02,1.072260737419128418e-02,1.218990236520767212e-02,6.135684438049793243e-03,5.471256561577320099e-03,3.261224832385778427e-03,1.551709976047277451e-02,1.467104349285364151e-02,5.815325304865837097e-03,5.365163087844848633e-03,1.412905054166913033e-03,8.659963496029376984e-03,1.171916816383600235e-02,1.131285354495048523e-02,2.929698443040251732e-03,4.753974266350269318e-03,3.487134352326393127e-03,9.446090087294578552e-03,1.115528307855129242e-02,8.374830707907676697e-03,8.568324148654937744e-03
1.197067089378833771e-02,7.703036069869995117e-03,2.476311288774013519e-03,5.078800022602081299e-03,2.124442253261804581e-03,4.195517860352993011e-03,4.299445077776908875e-03,2.674342598766088486e-03,7.665016688406467438e-03,2.716207411140203476e-03,6.684537045657634735e-03,1.043189968913793564e-02,4.888257011771202087e-03,4.738843068480491638e-03,7.823806372471153736e-04,1.143436040729284286e-02,1.229455508291721344e-02,1.233857008628547192e-03,7.971409359015524387e-04,8.050973992794752121e-04,3.047628793865442276e-03,2.025227760896086693e-03,2.096702344715595245e-03,7.417632732540369034e-03,1.751189492642879486e-02,4.278233274817466736e-03,5.049239378422498703e-03,6.644087843596935272e-03,2.083207014948129654e-03,4.539516288787126541e-03,7.112251129001379013e-03,1.918137632310390472e-02,6.000808905810117722e-03,7.123387418687343597e-03,1.484799012541770935e-02,1.022675307467579842e-03,1.079175621271133423e-02,5.103762960061430931e-04,9.744266862981021404e-04,6.058268249034881592e-03,7.672269828617572784e-03,1.186905312351882458e-03,8.838024921715259552e-03,5.876591894775629044e-03,1.470629009418189526e-03,9.004864841699600220e-03,1.074969023466110229e-02,7.064107339829206467e-03,6.313104182481765747e-03,9.903454920276999474e-04,5.792722222395241261e-04,3.943203773815184832e-04,6.595778279006481171e-03,1.181300636380910873e-02,1.572236232459545135e-02,5.346309393644332886e-03,5.008837208151817322e-03,8.548085577785968781e-03,1.113589294254779816e-02,3.103665949311107397e-04,6.104013882577419281e-03,1.638021669350564480e-03,3.121279645711183548e-03,7.716970052570104599e-03,5.043009761720895767e-03,1.482218038290739059e-03,1.016488671302795410e-02,8.074983023107051849e-03,1.269653532654047012e-02,6.406700704246759415e-03,8.430635556578636169e-03,2.918236656114459038e-03,2.906012814491987228e-03,7.597831543534994125e-03,3.861361416056752205e-03,1.185379922389984131e-02,2.481497358530759811e-03,2.070658840239048004e-02,1.531487423926591873e-02,3.548368345946073532e-03
9.339591488242149353e-03,1.433480530977249146e-02,7.633505389094352722e-03,1.315232511842623353e-04,3.182832384482026100e-03,9.340806864202022552e-03,4.535689018666744232e-03,1.709637418389320374e-02,9.497917257249355316e-03,6.828770041465759277e-03,2.850296441465616226e-04,5.935485940426588058e-03,1.591181033290922642e-03,1.721410197205841541e-03,3.493009833618998528e-03,4.555446561425924301e-03,1.037328224629163742e-02,2.900278195738792419e-03,1.910752034746110439e-03,2.129534259438514709e-02,7.940560579299926758e-03,1.093620713800191879e-02,1.441397983580827713e-02,4.919440485537052155e-03,1.193339377641677856e-02,5.919457413256168365e-03,3.001787626999430358e-05,1.051516272127628326e-02,2.433460764586925507e-02,3.122089896351099014e-03,1.143387868069112301e-03,1.371320523321628571e-02,2.296275488333776593e-04,1.319477800279855728e-02,5.088436882942914963e-03,5.238799494691193104e-04,2.195668203057721257e-04,1.634497893974184990e-03,3.491377225145697594e-03,4.566056653857231140e-03,8.452204987406730652e-03,1.152388099581003189e-02,4.419291391968727112e-03,9.509398601949214935e-03,1.030283048748970032e-02,1.961261965334415436e-03,5.188349634408950806e-03,6.009113974869251251e-03,5.088274832814931870e-03,6.771443877369165421e-03,4.902608692646026611e-03,6.501952651888132095e-03,4.472154541872441769e-04,2.888847142457962036e-03,5.966264754533767700e-03,2.960179990623146296e-04,1.153481099754571915e-02,5.024484358727931976e-03,4.222435876727104187e-03,7.066772319376468658e-03,1.155347097665071487e-03,7.170421537011861801e-03,3.915362060070037842e-03,6.568473181687295437e-04,2.222455950686708093e-04,1.076029054820537567e-02,4.113092552870512009e-03,2.875231206417083740e-03,6.890614517033100128e-03,2.504442352801561356e-03,8.611151948571205139e-03,1.143673900514841080e-02,7.795533630996942520e-03,1.398049644194543362e-03,1.052197907119989395e-02,8.486321894451975822e-04,4.334611352533102036e-03,6.240189075469970703e-03,6.512316875159740448e-03,1.010664552450180054e-02
7.566075306385755539e-03,3.098211484029889107e-03,1.298364903777837753e-02,8.932747878134250641e-03,9.839560836553573608e-03,7.365653291344642639e-03,1.301441341638565063e-03,2.300809836015105247e-03,5.933471955358982086e-03,6.710580550134181976e-03,1.337032532319426537e-03,2.855227096006274223e-03,7.644742727279663086e-03,2.018208615481853485e-03,1.620129216462373734e-03,8.051705546677112579e-03,2.831469464581459761e-04,3.492389514576643705e-04,1.698199287056922913e-02,3.040262497961521149e-03,2.065279659291263670e-05,6.170460022985935211e-03,8.282676571980118752e-04,1.760431478032842278e-04,8.392902091145515442e-03,2.798973582684993744e-03,3.784880740568041801e-03,7.060941774398088455e-03,1.517075765877962112e-02,4.558363463729619980e-03,5.581601522862911224e-03,1.550069660879671574e-03,1.240375265479087830e-02,6.738737225532531738e-03,7.717141415923833847e-03,1.429055464541306719e-05,1.983496919274330139e-02,6.809904240071773529e-03,2.546156523749232292e-03,7.773231714963912964e-03,1.835438609123229980e-02,4.542528185993432999e-03,5.876027978956699371e-03,2.294338308274745941e-03,1.008915901184082031e-02,1.180902961641550064e-02,9.202774614095687866e-03,7.421624381095170975e-03,1.331362989731132984e-03,1.047173887491226196e-02,8.257044479250907898e-03,5.199990235269069672e-03,3.754482371732592583e-03,4.207276273518800735e-03,4.379817284643650055e-03,3.622240619733929634e-04,4.108530934900045395e-03,2.023327862843871117e-03,7.183992303907871246e-03,5.709901917725801468e-03,8.727988228201866150e-03,8.712335489690303802e-03,1.338630542159080505e-02,1.070700399577617645e-02,1.679934002459049225e-02,3.917093854397535324e-03,3.550501714926213026e-04,1.665208721533417702e-03,2.655486110597848892e-03,6.210077553987503052e-03,9.189249831251800060e-04,1.060254592448472977e-02,2.990084467455744743e-03,8.680116385221481323e-03,5.583760212175548077e-04,9.827747941017150879e-03,1.499322988092899323e-02,9.819305501878261566e-03,3.110034856945276260e-03,8.638161234557628632e-03
6.393970921635627747e-03,8.150864392518997192e-03,9.585411287844181061e-03,7.102332077920436859e-03,1.722572185099124908e-02,6.772533059120178223e-03,1.125952322036027908e-02,3.116738051176071167e-03,3.027868457138538361e-03,7.568779867142438889e-03,8.060035761445760727e-04,1.439705025404691696e-03,8.271266706287860870e-03,4.333430901169776917e-03,1.058468781411647797e-02,1.530367601662874222e-02,3.996777348220348358e-03,1.046355906873941422e-02,1.268188236281275749e-03,2.732316264882683754e-03,1.459394930861890316e-03,3.989544697105884552e-03,7.695882115513086319e-03,8.673521690070629120e-03,4.017966799437999725e-03,5.277511663734912872e-04,1.001932378858327866e-02,9.741352871060371399e-03,1.081558689475059509e-02,5.108185112476348877e-03,9.143311530351638794e-03,1.566503010690212250e-02,2.747200429439544678e-03,6.774723529815673828e-03,7.788853254169225693e-03,9.783983696252107620e-04,4.432389046996831894e-03,8.461262099444866180e-03,6.805899902246892452e-04,6.296373903751373291e-04,5.252344533801078796e-03,4.221144597977399826e-03,1.072993967682123184e-03,5.669452715665102005e-03,4.981549922376871109e-03,2.562987618148326874e-03,2.391035901382565498e-03,2.128106541931629181e-03,8.829467929899692535e-03,7.726070005446672440e-03,6.515070330351591110e-03,9.486174210906028748e-03,9.965726174414157867e-03,1.710960268974304199e-02,8.065216243267059326e-03,2.707880223169922829e-03,1.159922452643513680e-03,3.710384713485836983e-03,6.330737844109535217e-03,6.194441113620996475e-03,4.965233150869607925e-03,4.125432576984167099e-03,1.157444901764392853e-02,1.126126619055867195e-03,3.926987759768962860e-03,3.194522345438599586e-03,3.481882857158780098e-03,3.716594073921442032e-03,1.787029439583420753e-03,1.339650247246026993e-02,6.067316047847270966e-03,1.101285126060247421e-02,6.587907206267118454e-03,4.793345928192138672e-03,6.512160878628492355e-03,1.609693979844450951e-03,7.662425283342599869e-03,1.616989821195602417e-02,7.096280343830585480e-03,6.359795108437538147e-03
8.976646349765360355e-04,7.482158020138740540e-03,1.555691286921501160e-02,2.227443503215909004e-03,4.804736934602260590e-03,4.007383249700069427e-03,1.271380856633186340e-02,6.336754187941551208e-03,1.185966469347476959e-02,2.774532185867428780e-03,5.682214628905057907e-03,2.234045648947358131e-03,2.208337187767028809e-03,5.284611135721206665e-03,8.417095057666301727e-03,9.939272422343492508e-04,6.242863601073622704e-04,7.097260560840368271e-03,4.846678639296442270e-04,4.390797577798366547e-03,1.136612705886363983e-02,9.075007401406764984e-03,2.834888407960534096e-03,1.728846575133502483e-03,9.560967795550823212e-03,6.299032829701900482e-03,1.347234006971120834e-02,8.180002681910991669e-03,2.158025046810507774e-03,8.520374074578285217e-03,8.401584811508655548e-03,2.254366874694824219e-03,3.882260527461767197e-03,3.140649059787392616e-03,1.360655482858419418e-02,9.911806322634220123e-03,3.276230301707983017e-03,1.307010534219443798e-03,2.116841962561011314e-03,9.357021190226078033e-03,3.798149293288588524e-03,7.959252223372459412e-03,8.397162891924381256e-03,6.306317634880542755e-03,1.345851644873619080e-02,7.101027294993400574e-04,5.968738347291946411e-03,6.836897227913141251e-03,1.119054650189355016e-04,1.937386207282543182e-02,7.079433649778366089e-03,8.254894055426120758e-04,4.112034104764461517e-03,3.806859022006392479e-03,8.434593328274786472e-04,1.096221897751092911e-02,5.431631114333868027e-03,1.494525372982025146e-02,5.130901467055082321e-03,5.457677878439426422e-03,4.896324127912521362e-03,3.728253766894340515e-03,1.518343575298786163e-03,2.735233400017023087e-03,1.159826759248971939e-02,5.661237984895706177e-03,5.060635972768068314e-03,1.304828468710184097e-02,9.487479925155639648e-03,1.092856004834175110e-02,4.860249813646078110e-03,7.079984061419963837e-04,9.280783124268054962e-03,5.976638291031122208e-03,3.671865677461028099e-03,9.982103481888771057e-03,2.110028639435768127e-02,5.218509584665298462e-03,1.416482846252620220e-03,1.078351400792598724e-03
1.757090212777256966e-03,4.568535950966179371e-04,6.837051361799240112e-03,6.814884021878242493e-03,7.268160581588745117e-03,8.756591007113456726e-03,5.757789127528667450e-03,5.897535011172294617e-03,5.468752235174179077e-03,1.882157055661082268e-03,7.021290715783834457e-03,1.002430915832519531e-02,7.394689600914716721e-03,1.348705310374498367e-02,7.565149571746587753e-03,4.344182554632425308e-03,9.482982568442821503e-03,5.233604460954666138e-03,5.487713962793350220e-03,1.066755224019289017e-02,2.389158587902784348e-03,2.584137022495269775e-03,1.347095146775245667e-02,3.423174493946135044e-04,1.609172177268192172e-04,2.638871315866708755e-03,1.295088510960340500e-02,4.813397303223609924e-03,1.682202145457267761e-02,3.584615420550107956e-03,1.180014945566654205e-02,4.991617985069751740e-03,7.115698885172605515e-03,7.021673372946679592e-04,1.607226440683007240e-03,9.075818234123289585e-04,1.166277378797531128e-02,4.659094382077455521e-03,2.950591035187244415e-03,3.508866648189723492e-04,1.036676485091447830e-02,1.407336257398128510e-02,1.318770344369113445e-03,4.825621377676725388e-03,1.145542971789836884e-02,9.209927520714700222e-04,3.546642838045954704e-03,6.322432309389114380e-03,8.455674163997173309e-03,9.386396035552024841e-03,5.199834704399108887e-03,1.235554809682071209e-04,2.125337021425366402e-03,4.388194531202316284e-03,1.057695131748914719e-02,1.123600173741579056e-03,2.454515779390931129e-04,2.057930687442421913e-03,2.618951955810189247e-03,2.144282311201095581e-02,1.180470734834671021e-02,9.960368275642395020e-03,4.380710422992706299e-03,3.111323341727256775e-03,7.270114030689001083e-03,7.737189996987581253e-03,6.715335417538881302e-03,3.360514761880040169e-03,4.290446639060974121e-03,6.994969677180051804e-03,5.513746757060289383e-03,8.051367476582527161e-03,6.399365956895053387e-04,1.047604996711015701e-02,1.123732887208461761e-02,1.420245505869388580e-02,1.075769192539155483e-03,5.887577310204505920e-03,1.251144614070653915e-02,6.093424279242753983e-03
