1.000000000000000000e+00,6.221692700972198536e-02,6.824537888169288080e-02,2.397975884377956390e-02,2.397975884377956390e-02
5.000000000000000000e+00,2.648317493805694145e-01,8.684062432231647380e-03,8.533784188330173492e-03,8.533784188330173492e-03
7.000000000000000000e+00,3.607938672302892225e-01,8.217429206706584194e-03,8.211736567318439484e-03,8.211736567318439484e-03
1.000000000000000000e+01,5.046799615188987120e-01,7.820036887590373423e-03,7.805895060300827026e-03,7.805895060300827026e-03
1.500000000000000000e+01,7.345207046264032869e-01,7.090973438295934683e-03,7.058957591652870178e-03,7.058957591652870178e-03
2.500000000000000000e+01,1.189734191039735656e+00,6.390308259454156870e-03,6.339424289762973785e-03,6.339424289762973785e-03
3.000000000000000000e+01,1.415095893632500879e+00,6.268528343311378231e-03,6.201637908816337585e-03,6.201637908816337585e-03
4.000000000000000000e+01,1.872663515656944000e+00,6.126771478115447880e-03,6.028460804373025894e-03,6.028460804373025894e-03
5.000000000000000000e+01,2.339162321374444353e+00,6.031770851196987561e-03,5.934073124080896378e-03,5.934073124080896378e-03
6.000000000000000000e+01,2.809561651694998829e+00,5.981199982176933945e-03,5.889399908483028412e-03,5.889399908483028412e-03
7.000000000000000000e+01,3.283619366831116881e+00,5.938464236844863235e-03,5.850156303495168686e-03,5.850156303495168686e-03
8.000000000000000000e+01,3.761532653477786869e+00,5.900764026279960162e-03,5.820019636303186417e-03,5.820019636303186417e-03
1.000000000000000000e+02,4.729301237974723016e+00,5.862648292843784630e-03,5.803034640848636627e-03,5.803034640848636627e-03
1.200000000000000000e+02,5.730261173208063497e+00,5.847393641514437267e-03,5.790074355900287628e-03,5.790074355900287628e-03
1.500000000000000000e+02,7.283185123347502454e+00,5.836643807456961403e-03,5.784864071756601334e-03,5.784864071756601334e-03
1.800000000000000000e+02,8.907537227477781983e+00,5.829933109427137307e-03,5.777473561465740204e-03,5.777473561465740204e-03
2.000000000000000000e+02,1.001734984296750675e+01,5.827698364321674471e-03,5.776183214038610458e-03,5.776183214038610458e-03
2.200000000000000000e+02,1.116254510970556701e+01,5.825080070644616734e-03,5.772877484560012817e-03,5.772877484560012817e-03
2.400000000000000000e+02,1.231659309464222218e+01,5.822921421245804731e-03,5.766554735600948334e-03,5.766554735600948334e-03
2.600000000000000000e+02,1.351515600996779121e+01,5.822921421245804731e-03,5.766554735600948334e-03,5.766554735600948334e-03
2.800000000000000000e+02,1.483569984348000936e+01,5.822921421245804731e-03,5.766554735600948334e-03,5.766554735600948334e-03
3.000000000000000000e+02,1.630226568218556693e+01,5.822921421245804731e-03,5.766554735600948334e-03,5.766554735600948334e-03
