1.000000000000000000e+00,1.761202747999858487e-02,1.107967103099716591e-02,3.899816889315843582e-03,4.009579773992300034e-03
5.000000000000000000e+00,8.465928160055126439e-02,2.437414424327601428e-03,2.371457172557711601e-03,2.364468760788440704e-03
7.000000000000000000e+00,1.192860822680571198e-01,2.021804017048062924e-03,2.269421005621552467e-03,2.265452640131115913e-03
1.000000000000000000e+01,1.719908178266632559e-01,1.690895665836121249e-03,1.951491343788802624e-03,1.919242204166948795e-03
1.500000000000000000e+01,2.614018162019460245e-01,1.239581853068167554e-03,1.586604164913296700e-03,1.523248385637998581e-03
2.500000000000000000e+01,4.605056518544410338e-01,9.259162865678913137e-04,1.122568617574870586e-03,1.016835449263453484e-03
3.000000000000000000e+01,5.659623542374982996e-01,8.413741003356075372e-04,1.056783832609653473e-03,9.357988601550459862e-04
4.000000000000000000e+01,7.820606414672187645e-01,7.596438885749583550e-04,9.278442594222724438e-04,8.073892095126211643e-04
5.000000000000000000e+01,1.008128425781663617e+00,7.113935639998609714e-04,9.008820634335279465e-04,7.780893938615918159e-04
6.000000000000000000e+01,1.241958591718333338e+00,6.851365534073141500e-04,8.565026219002902508e-04,7.303392048925161362e-04
7.000000000000000000e+01,1.480677464895553408e+00,6.592672519868107055e-04,8.371988078579306602e-04,7.028609397821128368e-04
8.000000000000000000e+01,1.723381494469164554e+00,6.477673084840976890e-04,8.243942284025251865e-04,6.857065018266439438e-04
9.600000000000000000e+01,2.116647662996110846e+00,6.380143045264828139e-04,8.094682707451283932e-04,6.809959886595606804e-04
