3.991198020854166278e-02,9.169539436697959900e-03,9.172979742288589478e-03,8.167718052864074707e-01
8.042351821703569437e-03,7.645812816917896271e-03,7.466593757271766663e-03,8.488300442695617676e-01
6.814142739001128983e-03,6.694589741528034210e-03,6.696676369756460190e-03,8.617247939109802246e-01
6.023642454030257894e-03,5.880750250071287155e-03,5.915048532187938690e-03,8.782843947410583496e-01
5.414088003869567921e-03,5.386025179177522659e-03,5.476924125105142593e-03,8.848394155502319336e-01
4.971895578117775487e-03,5.054227076470851898e-03,5.024554673582315445e-03,8.950381278991699219e-01
4.644355690106749708e-03,4.665039479732513428e-03,4.722320940345525742e-03,9.007513523101806641e-01
4.418831922313464118e-03,4.594983998686075211e-03,4.655746277421712875e-03,9.021481275558471680e-01
4.149059059896639812e-03,4.222260788083076477e-03,4.216962028294801712e-03,9.110577702522277832e-01
3.926477657764085652e-03,4.231701605021953583e-03,4.099606536328792572e-03,9.132837057113647461e-01
3.770062768100095486e-03,3.942438866943120956e-03,3.796106902882456779e-03,9.194334745407104492e-01
3.614780193726931361e-03,3.756476566195487976e-03,3.792659845203161240e-03,9.197223782539367676e-01
3.474215912033936770e-03,3.664485644549131393e-03,3.670325037091970444e-03,9.229474067687988281e-01
3.343874553684145125e-03,3.511462826281785965e-03,3.488937160000205040e-03,9.258680343627929688e-01
3.217531602630125526e-03,3.454414661973714828e-03,3.512831637635827065e-03,9.256739616394042969e-01
3.115628900871213192e-03,3.335579764097929001e-03,3.347550751641392708e-03,9.292451739311218262e-01
3.028976494845535272e-03,3.286051098257303238e-03,3.263434162363409996e-03,9.313183426856994629e-01
2.931682870257646019e-03,3.193324431777000427e-03,3.178233746439218521e-03,9.324883818626403809e-01
2.845778281334787694e-03,3.038318129256367683e-03,3.014415968209505081e-03,9.358298182487487793e-01
2.753262388120804403e-03,2.991023706272244453e-03,3.020104020833969116e-03,9.363014101982116699e-01
2.693631857567067855e-03,3.042191965505480766e-03,2.974102506414055824e-03,9.365712404251098633e-01
2.629799419082701206e-03,2.889042254537343979e-03,2.840136876329779625e-03,9.396875500679016113e-01
2.548295221224959259e-03,2.799672074615955353e-03,2.736418275162577629e-03,9.414946436882019043e-01
2.502436101869014769e-03,2.823427552357316017e-03,2.822771901264786720e-03,9.404848814010620117e-01
2.471105729429317211e-03,2.641523024067282677e-03,2.717107068747282028e-03,9.426023364067077637e-01
2.421784050030899738e-03,2.678046934306621552e-03,2.605818677693605423e-03,9.446968436241149902e-01
2.369915727259857153e-03,2.600593725219368935e-03,2.522754482924938202e-03,9.462553262710571289e-01
2.309183730644040738e-03,2.546726493164896965e-03,2.512620063498616219e-03,9.463022947311401367e-01
2.269139154980491426e-03,2.681960817426443100e-03,2.653491683304309845e-03,9.459205865859985352e-01
2.251037596891235226e-03,2.480314578860998154e-03,2.543774433434009552e-03,9.462205171585083008e-01
2.178613806609064514e-03,2.426293445751070976e-03,2.447651932016015053e-03,9.477714300155639648e-01
2.162442140979692427e-03,2.347419969737529755e-03,2.439288655295968056e-03,9.487150907516479492e-01
2.131545205234682862e-03,2.320937346667051315e-03,2.338395221158862114e-03,9.500296711921691895e-01
2.112875033136723136e-03,2.306129550561308861e-03,2.256006235256791115e-03,9.515686035156250000e-01
2.054696106019297027e-03,2.312545664608478546e-03,2.341907937079668045e-03,9.495958685874938965e-01
2.031625670913074673e-03,2.229788806289434433e-03,2.304636640474200249e-03,9.506096839904785156e-01
2.036666833529514851e-03,2.205158583819866180e-03,2.160823205485939980e-03,9.538931846618652344e-01
1.970027129365397364e-03,2.229261910542845726e-03,2.277896041050553322e-03,9.518738985061645508e-01
2.001788567784907637e-03,2.223005751147866249e-03,2.303488785400986671e-03,9.509772658348083496e-01
1.943760355269270271e-03,2.134769456461071968e-03,2.190646016970276833e-03,9.533055424690246582e-01
1.909990087317834902e-03,2.221269533038139343e-03,2.157113282009959221e-03,9.535771012306213379e-01
1.902623046355854256e-03,2.092586830258369446e-03,2.132503315806388855e-03,9.541482925415039062e-01
1.872948776664478537e-03,2.100188750773668289e-03,2.035203622654080391e-03,9.568457603454589844e-01
1.881484696475256698e-03,2.076680073514580727e-03,2.031054580584168434e-03,9.565756320953369141e-01
1.813844444196937265e-03,2.002931199967861176e-03,1.968604046851396561e-03,9.577327966690063477e-01
1.813205898672874423e-03,1.983454916626214981e-03,2.026973757892847061e-03,9.565678238868713379e-01
1.773114888263600157e-03,1.984075875952839851e-03,1.963576767593622208e-03,9.578795433044433594e-01
1.762859680457040624e-03,2.037742640823125839e-03,1.923040486872196198e-03,9.586279392242431641e-01
1.740918404123346702e-03,1.986199058592319489e-03,1.959902932867407799e-03,9.578918218612670898e-01
1.699140707829168784e-03,1.902084331959486008e-03,1.948971068486571312e-03,9.583647251129150391e-01
1.702316778080005749e-03,1.900242990814149380e-03,1.974191516637802124e-03,9.579276442527770996e-01
1.706259935495576738e-03,1.973019214347004890e-03,1.903045806102454662e-03,9.593796133995056152e-01
1.684194767481780571e-03,2.065115608274936676e-03,1.999171217903494835e-03,9.585786461830139160e-01
1.644840682690430940e-03,1.921240123920142651e-03,1.904890756122767925e-03,9.590165019035339355e-01
1.630058560320841359e-03,1.906489371322095394e-03,1.853450317867100239e-03,9.601812362670898438e-01
1.589543220221197950e-03,1.919343136250972748e-03,1.888398197479546070e-03,9.593967795372009277e-01
1.593624590064532040e-03,1.836335402913391590e-03,1.765235909260809422e-03,9.621940255165100098e-01
1.562931986492393241e-03,1.789122819900512695e-03,1.777759869582951069e-03,9.617893695831298828e-01
1.563587641742612572e-03,1.764650340192019939e-03,1.787089044228196144e-03,9.621602296829223633e-01
1.527373823669872163e-03,1.739816972985863686e-03,1.784110092557966709e-03,9.617230892181396484e-01
1.534403194507051897e-03,1.758579746820032597e-03,1.775260898284614086e-03,9.619762897491455078e-01
1.510684362645926294e-03,1.823873957619071007e-03,1.788361114449799061e-03,9.617152214050292969e-01
1.502147955553872257e-03,1.745480811223387718e-03,1.721805660054087639e-03,9.630363583564758301e-01
1.487105181773326276e-03,1.806798158213496208e-03,1.743085682392120361e-03,9.629855751991271973e-01
1.461173012752884108e-03,1.656844047829508781e-03,1.674562576226890087e-03,9.639668464660644531e-01
1.439104615045445207e-03,1.692874124273657799e-03,1.660963287577033043e-03,9.645101428031921387e-01
1.435247802042535423e-03,1.709473901428282261e-03,1.688966993242502213e-03,9.635983109474182129e-01
1.405747497171562759e-03,1.706191920675337315e-03,1.646087272092700005e-03,9.647468924522399902e-01
1.432835898594930811e-03,1.676733372732996941e-03,1.668392447754740715e-03,9.642143249511718750e-01
1.388140153306137263e-03,1.635388471186161041e-03,1.655761850997805595e-03,9.644582867622375488e-01
1.378083106828853488e-03,1.670012599788606167e-03,1.574071939103305340e-03,9.662401080131530762e-01
1.392972327136833815e-03,1.590426545590162277e-03,1.658280612900853157e-03,9.643108844757080078e-01
1.365460153153565332e-03,1.634095911867916584e-03,1.611741608940064907e-03,9.655515551567077637e-01
1.363985206366383684e-03,1.588607206940650940e-03,1.609174418263137341e-03,9.653502106666564941e-01
1.347721583442762494e-03,1.589609542861580849e-03,1.595202367752790451e-03,9.658488631248474121e-01
1.341886895326232241e-03,1.616230700165033340e-03,1.586621045134961605e-03,9.658848643302917480e-01
1.332569701064910146e-03,1.529191271401941776e-03,1.574542722664773464e-03,9.662111401557922363e-01
