1.111455803038552403e-02,4.844638053327798843e-03,4.844638053327798843e-03,8.980646133422851562e-01
3.940135257185569707e-03,4.179035313427448273e-03,4.179035313427448273e-03,9.112856984138488770e-01
3.433882566501519386e-03,3.818926634266972542e-03,3.818926634266972542e-03,9.232196807861328125e-01
3.115275176241993904e-03,3.811276052147150040e-03,3.811276052147150040e-03,9.250001311302185059e-01
2.787997485471091236e-03,3.380611073225736618e-03,3.380611073225736618e-03,9.282822012901306152e-01
2.569418156053870743e-03,3.196122357621788979e-03,3.196122357621788979e-03,9.317011237144470215e-01
2.431124852903719658e-03,3.029952757060527802e-03,3.029952757060527802e-03,9.358036518096923828e-01
2.318079861912077967e-03,2.806134987622499466e-03,2.806134987622499466e-03,9.399064779281616211e-01
2.178221743088215676e-03,2.744050230830907822e-03,2.744050230830907822e-03,9.413021802902221680e-01
2.084434749225953006e-03,2.606648486107587814e-03,2.606648486107587814e-03,9.444366693496704102e-01
2.029635620835636492e-03,2.615372184664011002e-03,2.615372184664011002e-03,9.445263147354125977e-01
1.926881697727367282e-03,2.452606568112969398e-03,2.452606568112969398e-03,9.473599791526794434e-01
1.864400186708995268e-03,2.441147575154900551e-03,2.441147575154900551e-03,9.475317001342773438e-01
1.777599659648590891e-03,2.295719925314188004e-03,2.295719925314188004e-03,9.509755969047546387e-01
1.727490781507055612e-03,2.287615556269884109e-03,2.287615556269884109e-03,9.514477849006652832e-01
1.668001945030742365e-03,2.228115685284137726e-03,2.228115685284137726e-03,9.524884223937988281e-01
1.583627080461675512e-03,2.088380511850118637e-03,2.088380511850118637e-03,9.559222459793090820e-01
1.564857480947726533e-03,2.054282231256365776e-03,2.054282231256365776e-03,9.559697508811950684e-01
1.544778624416462019e-03,1.989314099773764610e-03,1.989314099773764610e-03,9.574572443962097168e-01
1.520746853202581406e-03,1.936280168592929840e-03,1.936280168592929840e-03,9.586346745491027832e-01
1.462882935967562553e-03,1.931062666699290276e-03,1.931062666699290276e-03,9.585151672363281250e-01
1.432641328678333371e-03,1.806751010008156300e-03,1.806751010008156300e-03,9.617097377777099609e-01
1.404177225776948078e-03,1.867538667283952236e-03,1.867538667283952236e-03,9.606266617774963379e-01
1.406727427716499999e-03,1.819067518226802349e-03,1.819067518226802349e-03,9.619331359863281250e-01
1.359626427958054258e-03,1.784434309229254723e-03,1.784434309229254723e-03,9.616136550903320312e-01
1.340664992624494628e-03,1.888053026050329208e-03,1.888053026050329208e-03,9.602739810943603516e-01
1.356329511535087811e-03,1.802212558686733246e-03,1.802212558686733246e-03,9.622880220413208008e-01
1.328373364023199051e-03,1.722719985991716385e-03,1.722719985991716385e-03,9.630758166313171387e-01
1.309716150613634677e-03,1.677289721556007862e-03,1.677289721556007862e-03,9.639759659767150879e-01
1.290467987252798395e-03,1.660491572692990303e-03,1.660491572692990303e-03,9.644836783409118652e-01
1.272889174703907729e-03,1.590017345733940601e-03,1.590017345733940601e-03,9.661833643913269043e-01
1.284701766728955788e-03,1.599186216481029987e-03,1.599186216481029987e-03,9.662253260612487793e-01
1.276727728379358200e-03,1.567419036291539669e-03,1.567419036291539669e-03,9.666169881820678711e-01
1.266585252804881172e-03,1.622885349206626415e-03,1.622885349206626415e-03,9.655748605728149414e-01
1.235827281405883077e-03,1.529999775812029839e-03,1.529999775812029839e-03,9.672631025314331055e-01
1.245567820400797802e-03,1.607092679478228092e-03,1.607092679478228092e-03,9.658140540122985840e-01
1.221310286824258762e-03,1.484381151385605335e-03,1.484381151385605335e-03,9.681759476661682129e-01
1.223002562931339724e-03,1.652074046432971954e-03,1.652074046432971954e-03,9.658000469207763672e-01
1.216116777089025231e-03,1.510603469796478748e-03,1.510603469796478748e-03,9.675506353378295898e-01
1.219043444143608126e-03,1.547647523693740368e-03,1.547647523693740368e-03,9.672710895538330078e-01
1.200669959195822941e-03,1.500153681263327599e-03,1.500153681263327599e-03,9.680603146553039551e-01
1.172793533935743808e-03,1.479951315559446812e-03,1.479951315559446812e-03,9.684573411941528320e-01
1.153632059036421506e-03,1.465426059439778328e-03,1.465426059439778328e-03,9.687202572822570801e-01
1.145265201505805660e-03,1.473749056458473206e-03,1.473749056458473206e-03,9.687206149101257324e-01
