5.000000000000000000e+00,3.434470146563883830e-01,3.834680517736290071e-03,4.073520191013813019e-03,3.226633882150053978e-03
1.000000000000000000e+01,7.067469846049991844e-01,3.341042895668319256e-03,3.883480560034513474e-03,3.024386242032051086e-03
1.500000000000000000e+01,1.077425218633612181e+00,3.049302970924015494e-03,3.481631632894277573e-03,2.604847308248281479e-03
3.000000000000000000e+01,2.237201657544723776e+00,2.609809068962931546e-03,3.083432326093316078e-03,2.190234838053584099e-03
4.000000000000000000e+01,3.042012438156667109e+00,2.433677750273740680e-03,2.925117500126361847e-03,2.028598682954907417e-03
5.000000000000000000e+01,3.861869691148054340e+00,2.339826963309730740e-03,2.812949242070317268e-03,1.904108910821378231e-03
7.500000000000000000e+01,5.983552617191110201e+00,2.179270003190530384e-03,2.601920161396265030e-03,1.689147087745368481e-03
1.000000000000000000e+02,8.164655667056390342e+00,2.089740331783624533e-03,2.538895234465599060e-03,1.616808236576616764e-03
1.200000000000000000e+02,9.980608118695833753e+00,2.069188041579244405e-03,2.437316114082932472e-03,1.526012318208813667e-03
1.500000000000000000e+02,1.154496261753055464e+01,2.061170755353357309e-03,2.437316114082932472e-03,1.526012318208813667e-03
