5.000000000000000000e+00,1.022887237825004098e-01,3.993458593530314384e-03,3.622035728767514229e-03,2.810321981087327003e-03
1.000000000000000000e+01,2.080883365733340318e-01,3.027960997340934778e-03,3.103659721091389656e-03,2.286317991092801094e-03
1.500000000000000000e+01,3.152876672613880715e-01,2.493043368615742439e-03,2.719733398407697678e-03,1.901462790556252003e-03
3.000000000000000000e+01,6.541495638116652245e-01,1.879524123588842974e-03,2.131463028490543365e-03,1.284408266656100750e-03
4.000000000000000000e+01,8.836924447522243042e-01,1.661795801815709947e-03,1.901070587337017059e-03,1.030133687891066074e-03
5.000000000000000000e+01,1.131730487595276724e+00,1.570753055524879219e-03,1.800330006517469883e-03,9.124460048042237759e-04
7.500000000000000000e+01,1.852212757175002444e+00,1.540897084799195934e-03,1.748554641380906105e-03,8.307521929964423180e-04
1.000000000000000000e+02,2.587727869986944373e+00,1.516862196980842559e-03,1.687358366325497627e-03,7.520955405198037624e-04
1.200000000000000000e+02,3.177665374594722092e+00,1.516862196980842559e-03,1.646053278818726540e-03,6.984724896028637886e-04
1.500000000000000000e+02,4.100381989373333091e+00,1.516862196980842559e-03,1.612448832020163536e-03,6.470519583672285080e-04
1.800000000000000000e+02,5.031060241957222345e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
2.000000000000000000e+02,5.648351746503887938e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
2.200000000000000000e+02,6.262321382489721699e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
2.400000000000000000e+02,6.899032535934998656e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
2.600000000000000000e+02,7.569890254099720828e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
2.800000000000000000e+02,8.276382493405277430e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
3.000000000000000000e+02,8.963438470710000772e+00,1.516862196980842559e-03,1.588366925716400146e-03,6.384980515576899052e-04
