1.000000000000000000e+00,1.951065010889174722e-02,1.378767505687262390e-02,8.812208659946918488e-03,5.710527766495943069e-03
5.000000000000000000e+00,1.301910189385913907e-01,6.816535769030451601e-03,7.388940081000328064e-03,4.307522438466548920e-03
7.000000000000000000e+00,1.816338927269356973e-01,6.708627307255353098e-03,7.047243416309356689e-03,3.579250769689679146e-03
1.000000000000000000e+01,2.605221865877845322e-01,6.357791194958346132e-03,6.676856894046068192e-03,3.185995388776063919e-03
1.500000000000000000e+01,3.921972998583159176e-01,5.849298152939549217e-03,6.145359482616186142e-03,2.622327534481883049e-03
2.500000000000000000e+01,6.673241928525062150e-01,5.631417648068496110e-03,6.035516969859600067e-03,2.512976294383406639e-03
3.000000000000000000e+01,8.126054659977671735e-01,5.631417648068496110e-03,6.035516969859600067e-03,2.512976294383406639e-03
4.000000000000000000e+01,1.114929322487506536e+00,5.532723129726946007e-03,6.035516969859600067e-03,2.512976294383406639e-03
5.000000000000000000e+01,1.426315167283594088e+00,5.470034074304359027e-03,6.025562994182109833e-03,2.342169638723134995e-03
6.000000000000000000e+01,1.751441093192228848e+00,5.402107270700591025e-03,5.972115322947502136e-03,2.252662554383277893e-03
7.000000000000000000e+01,2.077740551854981632e+00,5.402107270700591025e-03,5.972115322947502136e-03,2.252662554383277893e-03
8.000000000000000000e+01,2.400914414920844120e+00,5.402107270700591025e-03,5.972115322947502136e-03,2.252662554383277893e-03
1.000000000000000000e+02,3.087996945705284269e+00,5.387931363657116890e-03,5.972115322947502136e-03,2.252662554383277893e-03
