1.000000000000000000e+00,2.101060781777454659e-02,1.220199568197131122e-02,3.671518526971340179e-03,3.731454955413937569e-03
5.000000000000000000e+00,1.013024900105544135e-01,2.395350699745384549e-03,2.465085359290242195e-03,2.510657766833901405e-03
7.000000000000000000e+00,1.428481883941640218e-01,2.114451253354283130e-03,2.283260459080338478e-03,2.314375946298241615e-03
1.000000000000000000e+01,2.063042788713856657e-01,1.717465742590970320e-03,1.964879222214221954e-03,1.960224239155650139e-03
1.500000000000000000e+01,3.128232861352767680e-01,1.261354183329136281e-03,1.654923311434686184e-03,1.614146633073687553e-03
2.500000000000000000e+01,5.407422537008298447e-01,8.941661722409273080e-04,1.241091755218803883e-03,1.162604312412440777e-03
3.000000000000000000e+01,6.633828458086079571e-01,7.587561165564693077e-04,1.073557417839765549e-03,9.672749438323080540e-04
4.000000000000000000e+01,8.894400436502757357e-01,6.669636023746404203e-04,9.240988292731344700e-04,8.135123644024133682e-04
5.000000000000000000e+01,1.119468602436108018e+00,5.823087990782889120e-04,8.462084806524217129e-04,7.334928377531468868e-04
6.000000000000000000e+01,1.353481795524162923e+00,5.460357217608751866e-04,7.639656541869044304e-04,6.495513953268527985e-04
7.000000000000000000e+01,1.589252046395275952e+00,5.131409706206925807e-04,7.403343333862721920e-04,6.186311366036534309e-04
8.000000000000000000e+01,1.825843948659720661e+00,5.064861033003710804e-04,7.251513889059424400e-04,6.086450885049998760e-04
1.000000000000000000e+02,2.388899217081662751e+00,4.651963462362930773e-04,6.773969507776200771e-04,5.606607883237302303e-04
