1.000000000000000000e+00,2.177114482472663690e-02,1.077160900957616248e-02,4.120953381061553955e-03,4.120953381061553955e-03
5.000000000000000000e+00,9.795455431722480122e-02,3.303783899173140699e-03,2.953153336420655251e-03,2.953153336420655251e-03
7.000000000000000000e+00,1.328914449789024566e-01,2.236476700220789166e-03,2.429131418466567993e-03,2.429131418466567993e-03
1.000000000000000000e+01,1.862710436722328500e-01,1.872886673247973902e-03,2.035406883805990219e-03,2.035406883805990219e-03
1.500000000000000000e+01,2.765325461625050552e-01,1.456450343331588178e-03,1.676027197390794754e-03,1.676027197390794754e-03
2.500000000000000000e+01,4.630166894964026780e-01,9.773882833542303118e-04,1.249912776984274387e-03,1.249912776984274387e-03
3.000000000000000000e+01,5.582377971739009848e-01,8.284492501323776834e-04,1.121307839639484882e-03,1.121307839639484882e-03
4.000000000000000000e+01,7.512158256391801014e-01,6.635910862574487170e-04,8.592905360274016857e-04,8.592905360274016857e-04
5.000000000000000000e+01,9.498115720639018766e-01,5.861547413847542328e-04,7.679574191570281982e-04,7.679574191570281982e-04
6.000000000000000000e+01,1.151785033977503092e+00,5.514812204637564502e-04,7.044509984552860260e-04,7.044509984552860260e-04
7.000000000000000000e+01,1.355005965231119047e+00,5.303497721407828989e-04,6.737051298841834068e-04,6.737051298841834068e-04
8.000000000000000000e+01,1.560480754162514749e+00,5.156708045563261579e-04,6.644526729360222816e-04,6.644526729360222816e-04
1.000000000000000000e+02,1.983641507533611792e+00,4.997775497031398551e-04,6.241059163585305214e-04,6.241059163585305214e-04
1.200000000000000000e+02,2.541026293198342056e+00,4.997775497031398551e-04,6.241059163585305214e-04,6.241059163585305214e-04
1.500000000000000000e+02,3.297338550373614563e+00,4.997775497031398551e-04,5.815265467390418053e-04,5.815265467390418053e-04
1.800000000000000000e+02,4.195903495126678706e+00,4.997775497031398551e-04,5.596200935542583466e-04,5.596200935542583466e-04
2.000000000000000000e+02,4.830102603363338964e+00,4.997775497031398551e-04,5.596200935542583466e-04,5.596200935542583466e-04
2.200000000000000000e+02,5.432027266412511324e+00,4.997775497031398551e-04,5.596200935542583466e-04,5.596200935542583466e-04
2.400000000000000000e+02,6.002396076820279980e+00,4.997775497031398551e-04,5.596200935542583466e-04,5.596200935542583466e-04
2.500000000000000000e+02,6.297685365029448867e+00,4.997775497031398551e-04,5.596200935542583466e-04,5.596200935542583466e-04
